0	1
2.243715e+00	9.622305e-01
4.487430e+00	8.535629e-01
6.731145e+00	6.796523e-01
8.974860e+00	4.863447e-01
1.121857e+01	3.097739e-01
1.346229e+01	1.795135e-01
1.570600e+01	1.320567e-01
1.794972e+01	1.216969e-01
2.019343e+01	1.178472e-01
2.243715e+01	1.132631e-01
2.468086e+01	1.065860e-01
2.692458e+01	1.006615e-01
2.916829e+01	9.572159e-02
3.141201e+01	9.095079e-02
3.365572e+01	8.651061e-02
3.589944e+01	8.235689e-02
3.814315e+01	7.824457e-02
4.038687e+01	7.406624e-02
4.263058e+01	6.969101e-02
4.487430e+01	6.469227e-02
4.711801e+01	5.898259e-02
4.936173e+01	5.286130e-02
5.160544e+01	4.834660e-02
5.384916e+01	4.634414e-02
5.609287e+01	4.781217e-02
5.833659e+01	5.099956e-02
6.058030e+01	5.408609e-02
6.282402e+01	5.511175e-02
6.506773e+01	5.347878e-02
6.731145e+01	4.924735e-02
6.955516e+01	4.510590e-02
7.179888e+01	4.386896e-02
7.404259e+01	4.588834e-02
7.628631e+01	4.794173e-02
7.853002e+01	4.821018e-02
8.077374e+01	4.578045e-02
8.301745e+01	4.144797e-02
8.526117e+01	3.600467e-02
8.750488e+01	3.118282e-02
8.974860e+01	2.943195e-02
9.199231e+01	2.969852e-02
9.423603e+01	3.071283e-02
9.647974e+01	3.167453e-02
9.872346e+01	3.193428e-02
1.009672e+02	3.138365e-02
1.032109e+02	3.042724e-02
1.054546e+02	2.964332e-02
1.076983e+02	2.919443e-02
1.099420e+02	2.879521e-02
1.121857e+02	2.824336e-02
1.144295e+02	2.756442e-02
1.166732e+02	2.648402e-02
1.189169e+02	2.519042e-02
1.211606e+02	2.356132e-02
1.234043e+02	2.203330e-02
1.256480e+02	2.125300e-02
1.278918e+02	2.113970e-02
1.301355e+02	2.110137e-02
1.323792e+02	2.084492e-02
1.346229e+02	2.012372e-02
1.368666e+02	1.894178e-02
1.391103e+02	1.739656e-02
1.413540e+02	1.558418e-02
1.435978e+02	1.362936e-02
1.458415e+02	1.157208e-02
1.480852e+02	9.437123e-03
1.503289e+02	7.222598e-03
1.525726e+02	5.100120e-03
1.548163e+02	3.284400e-03
1.570600e+02	1.698207e-03
1.593038e+02	3.141846e-04
1.615475e+02	0
1.637912e+02	0
1.660349e+02	0
1.682786e+02	0
1.705223e+02	0
1.727661e+02	0
1.750098e+02	0
1.772535e+02	0
1.794972e+02	0
1.817409e+02	0
1.839846e+02	0
1.862283e+02	0
1.884721e+02	0
1.907158e+02	0
1.929595e+02	0
1.952032e+02	0
1.974469e+02	0
1.996906e+02	0
2.019343e+02	0
2.041781e+02	0
2.064218e+02	0
2.086655e+02	0
2.109092e+02	0
2.131529e+02	0
2.153966e+02	0
2.176404e+02	0
2.198841e+02	0
2.221278e+02	0
2.243715e+02	0
